0, 0, Header, 1, 4, 192
1, 0, Start_track
1, 0, Title_t, "Piano Template"
1, 0, Text_t, "By <Name>"
1, 0, Copyright_t, "Copyright © <Year> by <Name>"
1, 0, Copyright_t, "All Rights Reserved"
1, 0, Text_t, "Generated by NoteWorthy Composer"
1, 0, Tempo, 300000
1, 0, Key_signature, -1, "major"
1, 0, Time_signature, 6, 3, 24, 8
1, 0, End_track
2, 0, Start_track
2, 0, MIDI_port, 0
2, 0, Title_t, "Right Hand"
2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 7, 127
2, 0, Control_c, 0, 10, 64
2, 0, Control_c, 0, 64, 127
2, 0, Note_on_c, 0, 62, 108
2, 192, Note_on_c, 0, 62, 0
2, 192, Note_on_c, 0, 62, 108
2, 288, Note_on_c, 0, 62, 0
2, 288, Note_on_c, 0, 62, 108
2, 480, Note_on_c, 0, 62, 0
2, 480, Note_on_c, 0, 62, 108
2, 576, Note_on_c, 0, 62, 0
2, 576, Note_on_c, 0, 62, 108
2, 768, Note_on_c, 0, 62, 0
2, 768, Note_on_c, 0, 62, 108
2, 864, Note_on_c, 0, 62, 0
2, 864, Note_on_c, 0, 62, 108
2, 960, Note_on_c, 0, 62, 0
2, 960, Note_on_c, 0, 62, 108
2, 1056, Note_on_c, 0, 62, 0
2, 1056, Note_on_c, 0, 62, 108
2, 1152, Note_on_c, 0, 62, 0
2, 1152, Note_on_c, 0, 62, 108
2, 1344, Note_on_c, 0, 62, 0
2, 1344, Note_on_c, 0, 62, 108
2, 1440, Note_on_c, 0, 62, 0
2, 1440, Note_on_c, 0, 62, 108
2, 1632, Note_on_c, 0, 62, 0
2, 1632, Note_on_c, 0, 62, 108
2, 1728, Note_on_c, 0, 62, 0
2, 1728, Note_on_c, 0, 62, 108
2, 1920, Note_on_c, 0, 62, 0
2, 1920, Note_on_c, 0, 62, 108
2, 2016, Note_on_c, 0, 62, 0
2, 2016, Note_on_c, 0, 62, 108
2, 2112, Note_on_c, 0, 62, 0
2, 2112, Note_on_c, 0, 62, 108
2, 2208, Note_on_c, 0, 62, 0
2, 2208, Note_on_c, 0, 62, 108
2, 2304, Note_on_c, 0, 62, 0
2, 2304, Note_on_c, 0, 62, 108
2, 2496, Note_on_c, 0, 62, 0
2, 2496, Note_on_c, 0, 62, 108
2, 2592, Note_on_c, 0, 62, 0
2, 2592, Note_on_c, 0, 62, 108
2, 2784, Note_on_c, 0, 62, 0
2, 2784, Note_on_c, 0, 62, 108
2, 2880, Note_on_c, 0, 62, 0
2, 2880, Control_c, 0, 64, 0
2, 2880, Note_on_c, 0, 62, 108
2, 3072, Note_on_c, 0, 62, 0
2, 3072, Note_on_c, 0, 62, 108
2, 3168, Note_on_c, 0, 62, 0
2, 3168, Note_on_c, 0, 62, 108
2, 3264, Note_on_c, 0, 62, 0
2, 3264, Note_on_c, 0, 57, 108
2, 3360, Note_on_c, 0, 57, 0
2, 3360, Note_on_c, 0, 60, 108
2, 3456, Note_on_c, 0, 60, 0
2, 3456, Note_on_c, 0, 53, 108
2, 3456, Note_on_c, 0, 57, 108
2, 3456, Note_on_c, 0, 62, 108
2, 3648, Note_on_c, 0, 53, 0
2, 3648, Note_on_c, 0, 57, 0
2, 3648, Note_on_c, 0, 62, 0
2, 3648, Note_on_c, 0, 53, 108
2, 3648, Note_on_c, 0, 57, 108
2, 3648, Note_on_c, 0, 62, 108
2, 3840, Note_on_c, 0, 53, 0
2, 3840, Note_on_c, 0, 57, 0
2, 3840, Note_on_c, 0, 62, 0
2, 3840, Note_on_c, 0, 53, 108
2, 3840, Note_on_c, 0, 57, 108
2, 3840, Note_on_c, 0, 62, 108
2, 3936, Note_on_c, 0, 53, 0
2, 3936, Note_on_c, 0, 57, 0
2, 3936, Note_on_c, 0, 62, 0
2, 3936, Note_on_c, 0, 57, 108
2, 3936, Note_on_c, 0, 60, 108
2, 3936, Note_on_c, 0, 64, 108
2, 4032, Note_on_c, 0, 57, 0
2, 4032, Note_on_c, 0, 60, 0
2, 4032, Note_on_c, 0, 64, 0
2, 4032, Note_on_c, 0, 58, 108
2, 4032, Note_on_c, 0, 62, 108
2, 4032, Note_on_c, 0, 65, 108
2, 4224, Note_on_c, 0, 58, 0
2, 4224, Note_on_c, 0, 62, 0
2, 4224, Note_on_c, 0, 65, 0
2, 4224, Note_on_c, 0, 58, 108
2, 4224, Note_on_c, 0, 62, 108
2, 4224, Note_on_c, 0, 65, 108
2, 4416, Note_on_c, 0, 58, 0
2, 4416, Note_on_c, 0, 62, 0
2, 4416, Note_on_c, 0, 65, 0
2, 4416, Note_on_c, 0, 58, 108
2, 4416, Note_on_c, 0, 62, 108
2, 4416, Note_on_c, 0, 65, 108
2, 4512, Note_on_c, 0, 58, 0
2, 4512, Note_on_c, 0, 62, 0
2, 4512, Note_on_c, 0, 65, 0
2, 4512, Note_on_c, 0, 62, 108
2, 4512, Note_on_c, 0, 67, 108
2, 4608, Note_on_c, 0, 62, 0
2, 4608, Note_on_c, 0, 67, 0
2, 4608, Note_on_c, 0, 57, 108
2, 4608, Note_on_c, 0, 60, 108
2, 4608, Note_on_c, 0, 64, 108
2, 4800, Note_on_c, 0, 57, 0
2, 4800, Note_on_c, 0, 60, 0
2, 4800, Note_on_c, 0, 64, 0
2, 4800, Note_on_c, 0, 57, 108
2, 4800, Note_on_c, 0, 60, 108
2, 4800, Note_on_c, 0, 64, 108
2, 4992, Note_on_c, 0, 57, 0
2, 4992, Note_on_c, 0, 60, 0
2, 4992, Note_on_c, 0, 64, 0
2, 4992, Note_on_c, 0, 57, 108
2, 4992, Note_on_c, 0, 62, 108
2, 5088, Note_on_c, 0, 57, 0
2, 5088, Note_on_c, 0, 62, 0
2, 5088, Note_on_c, 0, 55, 108
2, 5088, Note_on_c, 0, 60, 108
2, 5184, Note_on_c, 0, 55, 0
